context;importance;human;response;input_tokens;output_tokens
"168

De tal suerte que la firma es la manifestación de la voluntad de una persona y proviene de su propia mano, o se vale de sus propios medios para plasmar su voluntad, reconociéndose esta firma como una extensión de su identidad y como parte de sus atributos de personalidad.

	Signos que incluyan la imagen, caricatura o retrato de una persona distinta al solicitante.

De acuerdo con la RAE, los términos caricatura y retrato se definen como:

“Caricatura. 1. Dibujo satírico en que se deforman las facciones y el aspecto de alguien 2. Obra de arte que ridiculiza o toma en broma el modelo que tiene por objeto”.280

“Retrato. 1. Pintura o efigie principalmente de una persona 2. Fotografía de una persona”.281

Establece esta disposición legal la imposibilidad de registrar como marca la imagen, el retrato o caricatura de otra persona ajena al solicitante, ya que está mediando el derecho a la imagen. Por lo anterior, siempre que el registro sea solicitado por un tercero no autorizado por el titular del derecho, es procedente la denegación de la protección.

Tal como ocurre en todos los supuestos de prohibición anteriores, las personas que estimen que su derecho (por el uso de su retrato, caricatura o imagen), se encuentra vulnerado por una solicitud de marca, puede oponerse mediante la vía y plazos legalmente establecidos para ello.

Ejemplo:

Clase 43. Restaurantes de comidas selectas; servicios de comidas y bebidas prestados en restaurantes.

Esta marca fue denegada por la SIC porque no fue solicitada por los titulares de los derechos de la imagen de la pintora Frida Kahlo y tampoco se presentó la autorización 

169

	Signos que infrinjan derechos de propiedad intelectual (literal f) artículo 136 DA 486).

El literal f) del artículo 136 de la DA 486 establece:

“Artículo 136.- No podrán registrarse como marcas aquellos signos cuyo uso en el comercio afectara indebidamente un derecho de tercero, en particular cuando:

(…)";Alta;Cuáles son los signos que no se pueden registrar como marca según la disposición legal proporcionada?;"Según la disposición legal proporcionada, los signos que no se pueden registrar como marca incluyen:

1. La imagen de una persona distinta al solicitante.
2. El retrato de una persona distinta al solicitante.
3. La caricatura de una persona distinta al solicitante.

Esto se debe a que la disposición legal establece que está mediando el derecho a la imagen, y solo el titular del derecho tiene el derecho de solicitar la protección para su propia imagen, retrato o caricatura.";34;152
"(…)

	consistan en un signo que infrinja el derecho de propiedad industrial o el derecho de autor de un tercero, salvo que medie el consentimiento de éste;”

Esta prohibición en concreto se refiere a la imposibilidad de registrar como marca cualquier signo que infrinja derechos de autor y derechos propiedad industrial distintos de los que recaen sobre los signos distintivos.

	Signos que infrinjan derechos de propiedad industrial.

Este supuesto se aplica para casos en los que se intenta proteger mediante un registro de marca, el diseño o el elemento gráfico que reproduce un diseño industrial.

Este supuesto de denegación no requiere necesariamente de la existencia y análisis de riesgo de confusión y/o riesgo de asociación con algún signo previo, basta con que se encuentre con el registro se podría infringir el derecho de propiedad industrial de un tercero sin mediar consentimiento para que se estime procedente la denegación del registro.

El INDECOPI anuló el registro, pues determinó que este afectaría los derechos de propiedad industrial de la forma protegida como diseño industrial283.

170

	Signos que infrinjan derechos de autor.

Este supuesto se presenta cuando un determinado solicitante busca un registro marcario para un signo cuya composición y características constituyen una afectación a derechos de autor previamente adquiridos por otra persona natural o jurídica, que además, no ha brindado su consentimiento para que el solicitante pueda, obtener en su beneficio, el registro marcario consistente en lo que pudiera ser la representación de la obra, cualquiera que fuera el tipo de ésta, sea arquitectónica, pictórica, literaria, musical u otro.

Cabe recordar que el derecho de autor protege las creaciones intelectuales originales que sean fruto del ingenio humano, siempre que puedan percibirse por los sentidos y puedan ser reproducidas a través de cualquier medio.";Alta;Qué ocurre si un signo intenta proteger mediante un registro de marca un diseño industrial existente sin el consentimiento del titular?;"Si un signo intenta proteger mediante un registro de marca un diseño industrial existente sin el consentimiento del titular, se puede anular el registro. Según el contexto proporcionado, el INDECOPI anuló un registro en este caso, determinando que el signo afectaría los derechos de propiedad industrial del diseño industrial previamente protegido por otro titular.

Esta situación se clasifica como un signo que infringe derechos de propiedad industrial, y la denegación no requiere necesariamente analizar si existe riesgo de confusión o asociación con algún signo previo. Basta con que se determine que el registro podría infringir los derechos de propiedad industrial de un tercero sin su consentimiento.

En resumen, el registro sería denegado y anulado si el signo en cuestión infringe un diseño industrial existente sin el consentimiento del titular del mismo.";38;262
"El derecho de autor nace desde el momento en que la obra se crea, y no requiere, para su protección, de la obtención de registro alguno o reconocimiento por parte de ninguna autoridad, como sí ocurre con los derechos de propiedad industrial, en los que, en su gran mayoría, sí se hace necesaria la constitución del derecho a partir de un registro.

Esta causal de irregistrabilidad, se aplica en los casos en que se solicita un registro de marca para un signo que reproduzca, represente o incorpore una obra protegida o alguno de sus elementos, de forma tal que se incurra en una infracción a los derechos de autor de su titular284.

Igualmente, para que se confgure la prohibición, el solicitante debe ser diferente del autor o de quien ostenta los derechos patrimoniales de la obra y no contar con la autorización expresa del éste para el registro de marca sobre dicho signo.

Ejemplos:

El SENAPI, en Bolivia, negó el registro del siguiente signo mixto, solicitado para identificar productos de la clase 32 (cerveza artesanal)285:

De acuerdo con las consideraciones presentadas por la oficina, “en lo referente al término Cerveza DUFF, el informe realizado por la Dirección de Derechos de Autor conforme cursa en obrados, señala de forma clara que es de conocimiento universal, que como parte de las obras artísticas (dibujos y personajes) que se enuncian en los distintos capítulos de la Serie de Televisión Los Simpson, figura el arte de la obra artística “Cerveza DUFF”.";Alta;Cuáles son los requisitos para que una marca sea considerada irregistrable por infracción a derechos de autor?;"Para que una marca sea considerada irregistrable por infracción a derechos de autor, se deben cumplir varios requisitos:

1. **Reproducción o Representación**: El signo de la marca debe reproducir, representar o incorporar una obra protegida por los derechos de autor.

2. **Infracción Directa**: La reproducción, representación o incorporación del signo debe constituir una infracción a los derechos patrimoniales de la obra protegida. Esto significa que el signo debe ser similar o confundible con la obra artística existente.

3. **Diferencia entre Solicitante y Titular**: El solicitante del registro de marca no puede ser el autor de la obra protegida ni la persona que ostenta los derechos patrimoniales de dicha obra. Además, no debe contar con la autorización expresa del titular de los derechos para registrar la marca sobre dicho signo.

4. **Evidencia de Infracción**: Existe evidencia suficiente que demuestre que el signo en cuestión infringe los derechos de autor de una obra existente. En el ejemplo proporcionado, se menciona un informe emitido por la Dirección de Derechos de Autor que indica claramente que ""Cerveza DUFF"" es parte de las obras artísticas de la serie televisiva Los Simpson.

Estos requisitos son cruciales para determinar si una marca puede ser considerada irregistrable debido a una infracción a los derechos de autor.";36;446
"(…) al contar la firma demandante (TWENTIETH CENTURY FOX FILM CORPORATION) con CERTIFICADO DE REGISTRO TX 4-860-023, emitido en los Estados Unidos, bajo el Título de obra: LOS SIMPSON: GUÍA DE ESTILO DE 1998, sin que dicho registro sea también necesario ante la Dirección de Derechos de Autor y Derechos Conexos del Servicio Nacional de Propiedad Intelectual de Bolivia y se constituya en un requisito para poder hacer prevalecer el derecho de autor alegado, no siendo necesaria dicha formalidad, se concluye que el signo registrado incurrió en la causal de irregistrabilidad del inciso f) del artículo 136 de la Decisión 486 de la CAN, al momento de su concesión, infringiendo un derecho de autor; puesto que no existe contrato de cesión, licencia u otro equivalente que autorice el uso de la obra artística (Dibujo de la Cerveza DUFF y su denominación) de la serie de televisión LOS SIMPSON, requisito indispensable para proceder a la utilización de la obra sea de forma total y/o parcial”.

El INDECOPI negó el registro del signo mixto solicitado para distinguir servicios de juegos de azar o apuestas; organización de apuestas para la clase 41, pues determinó que este afecta los derechos de autor existentes toda vez que reproduce el diseño de las estrellas en forma de balón de futbol que configura uno de los elementos que dotan de originalidad a la obra protegida286.

Por su parte, en Ecuador, el SENADI negó el registro del signo mixto MACGYVER, para identificar productos de la clase 9, bajo el argumento que el signo solicitado reproduce literalmente el título de una obra audiovisual, que no se puede replicar ni usar para registrar un signo distintivo287:

Si bien, al estar contemplado en la DA 486, es obligación de las oficinas nacionales velar por la protección de estos derechos, para los casos en que la situación no resulte evidente para las oficinas nacionales, corre por cuenta del interesado la protección de este derecho.";Alta;Cuál fue el motivo por el cual el INDECOPI negó el registro del signo mixto solicitado para servicios de juegos de azar o apuestas?;"El INDECOPI negó el registro del signo mixto solicitado para distinguir servicios de juegos de azar o apuestas; organización de apuestas para la clase 41, porque determinó que este afecta los derechos de autor existentes toda vez que reproduce el diseño de las estrellas en forma de balón de fútbol que configura uno de los elementos que dotan de originalidad a la obra protegida.";46;119
"Signos que vulneren derechos de comunidades indígenas, afroamericanas o locales (literal g) artículo 136 DA 486).

El literal g) del artículo 136 de la DA 486 establece:

“Artículo 136.- No podrán registrarse como marcas aquellos signos cuyo uso en el comercio afectara indebidamente un derecho de tercero, en particular cuando:

(…)

	consistan en el nombre de las comunidades indígenas, afroamericanas o locales, o las denominaciones, las palabras, letras, caracteres o signos utilizados para distinguir sus productos, servicios o la forma de procesarlos, o que constituyan la expresión de su cultura o práctica, salvo que la solicitud sea presentada por la propia comunidad o con su consentimiento expreso; y”

De conformidad con el TJCA, el objetivo de esta causal de irregistrabilidad es que el uso como marca de símbolos o signos pertenecientes a comunidades indígenas, afroamericanas o locales no sugiera una falsa relación entre el producto o servicio y dichas comunidades, ya que el consumidor será propenso a atribuirle a los productos o servicios cualidades y/o características inherentes a la imagen de la comunidad indígena aludida, y aún si esto no ocurriera, igualmente relacionará el producto o servicio con la propia comunidad, creyendo erróneamente que le pertenece la fabricación y la producción del mismo o que, en todo caso, el producto o servicio se relaciona con la comunidad productora288.

De acuerdo con lo anterior, el precepto legal en análisis busca la protección de los derechos propios de los pueblos indígenas, afroamericanos o locales, conforme a su

etnia, cultura y conocimientos tradicionales289, así como evitar que el producto o servicio sea asociado con la cultura vinculada o evocada por el signo que se pretende registrar.290

En relación con el precepto legal en análisis, este plantea protección frente a tres posibles supuestos en concreto:

	El registro como marca del nombre de las comunidades indígenas, afroamericanas o locales";Alta;Qué tipo de signos no podrán registrarse según el literal g) del artículo 136 de la DA 486?;Según el literal g) del artículo 136 de la DA 486, no podrán registrarse como marcas aquellos signos que consistan en el nombre de las comunidades indígenas, afroamericanas o locales. Estos signos no podrán ser registrados si se utilizan para distinguir productos, servicios o formas de procesarlos, o si constituyen la expresión de su cultura o práctica, salvo que la solicitud sea presentada por la propia comunidad o con su consentimiento expreso.;34;143
"El registro como marca de las denominaciones, palabras, letras, caracteres o signos utilizados para distinguir productos, servicios o la forma de procesarlos de esas comunidades y

	El registro como marca de signos que constituyan la expresión de la cultura o práctica de esas comunidades

Se contempla una excepción a esta protección, ya que es posible obtener un registro marcario, siempre y cuando el registro sea solicitado por la propia comunidad, o bien, medie el consentimiento o autorización expresa por parte de esta.

En este contexto, cabe preguntarse ¿Cómo y con quién se gestiona esta autorización o consentimiento? Se entiende que se requiere de la voluntad clara y por escrito de la comunidad para obtener el registro.

La normativa aplicable a la CAN en materia de propiedad industrial requiere concordancia y armonización frente a la protección de los derechos humanos, tal como se ha indicado en causales de prohibición anteriores, en este sentido, el TJCA ha indicado que:

“… No se podría entender la norma comunitaria andina de propiedad intelectual de manera alejada de dicho amparo, máxime si la célula fundamental del proceso de integración es el propio habitante de la subregión (párrafo 3 del artículo 1 del Acuerdo de Cartagena). Sobre este fundamento se expidió el artículo 3 de la Decisión 486 de la Comisión de la Comunidad Andina, cuya finalidad es lograr ponderar los derechos de propiedad industrial con los derechos de los pueblos y comunidades indígenas.”291

El precepto legal de referencia establece:

“Artículo 3.- Los Países Miembros asegurarán que la protección conferida a los elementos de la propiedad industrial se concederá salvaguardando y respetando su patrimonio biológico y genético, así como los conocimientos  tradicionales  de  sus  comunidades  indígenas,";Alta;Cuál es el propósito del artículo 3 en relación con la protección de la propiedad industrial y el patrimonio biológico y genético de las comunidades indígenas?;El artículo 3 tiene como propósito asegurar que la protección otorgada a los elementos de propiedad industrial se conceda de manera que respete y salvaguarde el patrimonio biológico y genético, así como los conocimientos tradicionales de las comunidades indígenas. Esto se enmarca dentro del marco de concordancia con la protección de derechos humanos y la integración regional en la subregión andina.;56;131
"afroamericanas o locales. En tal virtud, la concesión de patentes que versen sobre invenciones desarrolladas a partir de material obtenido de dicho patrimonio o dichos conocimientos estará supeditada a que ese material haya sido adquirido de conformidad con el ordenamiento jurídico internacional, comunitario y nacional.

Los Países Miembros reconocen el derecho y la facultad para decidir de las comunidades indígenas, afroamericanas o locales, sobre sus conocimientos colectivos.

Las disposiciones de la presente Decisión se aplicarán e interpretarán de manera que no contravengan a las establecidas por la Decisión 391, con sus modificaciones vigentes”.

Lo anterior supone un esquema de protección a las comunidades indígenas, afroamericanas y locales, sus usos y costumbres, así como el respeto por sus creencias, rituales, y formas de organización.

En este sentido, el consentimiento a que refiere el artículo 136 de la DA 486 en su literal

g) requiere que el mismo sea obtenido en el marco del respeto a los derechos fundamentales de los pueblos indígenas y mediante los mecanismos que resulten más efectivos para ello, teniendo como base el escenario local interamericano y universal de protección de los pueblos indígenas.

	Signos que consistan en el nombre de una comunidad indígena, afroamericana o local.

Esta prohibición se refiere a que los signos que incluyan el nombre de una de estas comunidades no pueden ser registrados por terceros ajenos a dicha comunidad y tiene por objeto que los productos o servicios a ser distinguidos por el signo no sean considerados por el público consumidor como ligados, procedentes o elaborados por esa comunidad y así evitar que se asocie con el producto o servicio ciertas cualidades o características propias de la comunidad.";Alta;Cuáles signos están prohibidos para ser registrados según el documento legal?;Según el documento legal, los signos que consisten en el nombre de una comunidad indígena, afroamericana o local están prohibidos para ser registrados por terceros ajenos a dicha comunidad. Esto se hace con el fin de evitar que el público consumidor asocie productos o servicios con ciertas cualidades o características propias de la comunidad en cuestión.;24;118
"La comunidad que ostenta ese nombre que se desea registrar como marca, o reproducir o integrar en un signo distintivo puede, a través de sus representantes, oponerse a este registro. La oficina nacional puede denegar el registro del signo de oficio.

Por ejemplo, el INDECOPI anuló el registro de la marca mixta Yanesha Perú, registrada para identificar productos de la clase 18 (carteras, bolsas, cartucheras, monederos y billeteras) 292:

Según las consideraciones de la oficina, el término “Yanesha” significa, en su propia lengua, “nosotros la gente” y constituye el nombre de una comunidad nativa del Perú. Actualmente, las comunidades nativas Yanesha se ubican principalmente en la zona amazónica de los departamentos de Huánuco, Pasco y Junín y, según datos obtenidos por el Ministerio de Cultura del Perú, la población de las comunidades Yanesha se estima en 16,178 personas.

	Signos que consistan en las denominaciones, palabras, letras, caracteres o signos utilizados para distinguir productos, servicios o la forma de procesarlos, de una comunidad indígena, afroamericana o local.

En este caso el objeto de protección son las palabras, letras, caracteres o signos utilizados por las comunidades para distinguir sus productos, servicios o su forma de procesarlos y no el nombre de la comunidad en sí, se trata de cómo es que los integrantes de la comunidad identifican los productos o servicios o la forma de procesarlos.";Alta;Qué puede oponerse al registro de una marca que incluye un término asociado a una comunidad nativa?;"Según el contexto proporcionado, cualquier representante de la comunidad nativa asociada al término en cuestión puede oponerse al registro de una marca que incluya ese término. Esto se debe a que los nombres y signos utilizados por las comunidades indígenas para distinguir sus productos, servicios u otras formas de procesamiento son objeto de protección contra el uso no autorizado.

En resumen, la comunidad nativa puede oponerse al registro si considera que su nombre o término asociado está siendo utilizado sin permiso en una marca.";37;181
"Debe establecerse la relación de esa palabra, letra, carácter o signo, con el producto o servicio, o la forma de procesarlos, a efecto de evitar la apropiación de nombres o medios con los que las comunidades identifican sus productos o servicios, o la forma de procesarlos. Esto, por supuesto, no puede ser extensivo y aplicable a todas y cada una de las palabras de los idiomas nativos de cada comunidad presente en los territorios de la CAN, pues como se sabe, una palabra que designa un objeto que no se relaciona en absoluto con el producto o servicio al que distingue, puede constituir un signo identificador del mismo.

Cuando se desea registrar un signo que forma parte del lenguaje de una comunidad indígena, afroamericana o local, la misma puede, a través de sus representantes, oponerse a este registro cuando el solicitante lo pretende registrar para designar un producto o servicio y la comunidad usa para ese mismo propósito, o bien, las oficinas de oficio pueden denegar la marca si del signo desprende que uno de sus elementos es el producto o servicio relacionado con una de las comunidades indicadas.

La SIC, por ejemplo, negó el registro del signo mixto MAMACOCA293, solicitado para identificar productos de la clase 30 (Galletas, café, té, cacao, azúcar, arroz, tapioca, sagú,

sucedáneos del café; harinas y preparaciones hechas de cereales, pan, pastelería y confitería, helados comestibles; miel, jarabe de melaza; levadura, polvos para esponjar; sal, mostaza; vinagre, salsas (condimentos); especias; hielo):

La oficina consideró que la denominación MAMACOCA es un término utilizado como expresión cultural por los integrantes de pueblos originarios de la comunidad andina, que un tercero ajeno a esos pueblos obtenga la exclusividad en el comercio para distinguir los productos que pretende comercializar, afectaría el derecho de dichas comunidades indígenas.";Alta;Cuáles son las condiciones bajo las cuales una comunidad puede oponerse al registro de un signo que forma parte del lenguaje de su grupo?;"Una comunidad puede oponerse al registro de un signo que forme parte del lenguaje de su grupo cuando:

1. El solicitante pretende registrar el signo para identificar un producto o servicio.
2. La misma comunidad utiliza ese mismo signo para un propósito similar.

En este caso, la comunidad tiene representantes que pueden presentar una objeción formal al registro si consideran que el uso del signo por parte del solicitante podría afectar sus derechos culturales y de identidad.

Además, las oficinas de registro también tienen el poder de denegar un registro si determinan que el signo en cuestión contiene elementos relacionados con productos o servicios que son significativos para una comunidad indígena, afroamericana o local.";47;230
"Por su parte, el SENADI negó el registro del signo PAMBAMESA por considerar que incurre en la prohibición del literal g) del artículo 136 de la DA 486, dado que esa expresión representa una comida comunitaria que se lleva a cabo en el campo. Es por ello que la Pambamesa llega a ser relacionada como una comida de todos. Esta tradición de la Pambamesa, parte de un término Kichwa, cuyo significado es “comida para todos”, o “comida sobre la pampa”, y que es similar en todos los pueblos de la región andina294.

	Signos que consistan en las expresiones culturales de una comunidad indígena, afroamericana o local.

Este es el tercer supuesto que contempla el precepto legal en análisis y tiene por objeto que los productos o servicios no sean considerados por el público consumidor como ligados o procedentes de una comunidad indígena porque éstos utilicen expresiones culturales de la misma.

Al respecto, son aplicables las manifestaciones anteriormente expuestas en los dos puntos que preceden, y en ese sentido cabe enfatizar que la comunidad que usa las expresiones culturales de referencia es quien, a través de sus representantes, puede oponerse a su registro como marca, así como pueden también autorizarlo si así se ha acordado. Igual que en los dos supuestos anteriores, la oficina nacional puede denegar el registro del signo de oficio.

El TJCA 295 retoma la definición de “expresiones culturales” contenida en la Convención sobre la protección y la promoción de la diversidad de las expresiones culturales que define en su numeral 3 del artículo 4 (Definiciones), las “expresiones culturales” como: las expresiones resultantes de la creatividad de personas, grupos y sociedades, que poseen un contenido cultural. Al respecto ha señalado:";Alta;Cuál es el motivo por el cual el SENADI denegó el registro del signo PAMBAMESA?;"El SENADI denegó el registro del signo PAMBAMESA porque considera que esta expresión incurre en la prohibición del literal g) del artículo 136 de la DA 486. Según se explica, PAMBAMESA representa una comida comunitaria típica del campo y está relacionada con la tradición Kichwa de ""comida para todos"" o ""comida sobre la pampa"". Esta razón lleva a que el signo pueda ser visto como un uso no apropiado de expresiones culturales de una comunidad indígena, en este caso, probablemente referente al pueblo Kichwa.";30;180
"“(…) la noción de “expresión del folclore” alude a creaciones artísticas, generalmente colectivas, que reflejen expectativas artísticas tradicionales. Ellas pueden ser verbales, musicales, corporales o tangibles. Por consiguiente, un cuento (expresión verbal), una canción (expresión musical), una danza (expresión corporal) o una cerámica (expresión tangible) inspiradas en un personaje histórico indígena, podrían ser consideradas como producciones integradas por elementos del patrimonio artístico tradicional, resultantes de la creatividad de personas o grupos con contenido cultural (Convención sobre la protección y la promoción de la diversidad de las expresiones culturales), que además reflejan expectativas artísticas tradicionales.”296

De lo anterior se desprende que las expresiones culturales, dada su naturaleza, pueden ser objeto de protección bajo la figura de marca, en cualquiera de las modalidades, tradicional o no tradicional, marcas denominativas, mixtas, tridimensionales, sonoras, de movimiento, etc., y no pueden ni deben ser registradas, sino por la comunidad misma, o mediante el procedimiento y medio idóneo para obtener la autorización o consentimiento expreso.

El SENADI, con fundamento en esta causal negó el registro del signo DÍA NACIONAL DE LA BOMBA DEL CHOTA, solicitado para identificar servicios de la clase 41, bajo la consideración de que “La Bomba del Chota es un género musical que identifica a la cultura de los afrodescendientes y es originaria del Valle del Chota en Ecuador”297.

En Colombia, la SIC negó el registro de la marca mixta MINGA, solicitada para identificar servicios de la clase 41298:";Alta;Cuáles son las consideraciones para el registro de marcas basadas en expresiones culturales según el contexto proporcionado?;"Según el contexto proporcionado, las consideraciones para el registro de marcas basadas en expresiones culturales incluyen:

1. **Naturaleza colectiva y tradicional**: Las expresiones culturales son generalmente colectivas y reflejan expectativas artísticas tradicionales.

2. **Protección bajo la figura de marca**: Estas expresiones pueden ser objeto de protección como marcas, ya sean tradicionales o no tradicionales, incluyendo marcas denominativas, mixtas, tridimensionales, sonoras, de movimiento, entre otras modalidades.

3. **Procedimiento especial para registro**: No se puede ni debe registrar estas expresiones culturales por parte de individuos o entidades privadas. En su lugar, el registro debe ser otorgado por la comunidad misma o mediante un procedimiento y medio idóneo que garantice el consentimiento expreso.

4. **Ejemplos negados**: Se mencionan ejemplos como ""DÍA NACIONAL DE LA BOMBA DEL CHOTA"" en Ecuador, negado debido a que ""La Bomba del Chota es un género musical que identifica a la cultura de los afrodescendientes y es originaria del Valle del Chota"", y el caso de ""MINGA"" en Colombia.

Estas consideraciones reflejan una postura que busca proteger y preservar el patrimonio cultural colectivo, asegurando que su registro sea manejado de manera responsable y con el consentimiento de la comunidad afectada.";37;446
"De acuerdo con la oficina, la expresión MINGA “hace referencia de manera directa a una manifestación de la cultura y práctica de una comunidad o minoría étnica protegida por normas internacionales. (…) el término MINGA consiste en un término especialmente utilizado por los pueblos indígenas del país para hacer referencia a sus movilizaciones sociales y reuniones, motivo por el que se considera que se restringiría su libre utilización por los pueblos indígenas en caso de conceder el signo bajo examen”.

Por su parte, el INDECOPI negó el registro de este signo299:

La oficina, previamente verificó que la expresión “RAYMILLAQTA DE LOS CHACHAPOYA”, designa una festividad regional que forma parte de la semana turística de Chachapoyas, la cual fue creada el año 1997 y, además cuenta con reconocimiento legal en virtud de lo señalado en el artículo 2, literal e) de la Ley 27425, mediante la cual se oficializa dicha festividad como parte de un ritual de identidad nacional. Conforme a lo anterior, el INDECOPI determinó que al apreciar los usuarios los servicios que se pretende distinguir con el signo solicitado considerarán que corresponden a las actividades propias de las manifestaciones culturales de la provincia de Chachapoyas en la Región de Amazonas.

	Signos que constituyan una reproducción, imitación, traducción, transliteración o transcripción, total o parcial, de un signo distintivo notoriamente conocido (literal h) artículo 136 DA 486).

El literal h) del artículo 136 de la DA 486 establece:

“Artículo 136.- No podrán registrarse como marcas aquellos signos cuyo uso en el comercio afectara indebidamente un derecho de tercero, en particular cuando:

(…)";Alta;Cuál es la razón por la que el INDECOPI negó el registro del signo MINGA?;"El INDECOPI negó el registro del signo ""MINGA"" porque consideró que su utilización se restringiría para los pueblos indígenas debido a que es un término especialmente utilizado por estos para referirse a sus movilizaciones sociales y reuniones.";28;80
"(…)

	constituyan una reproducción, imitación, traducción, transliteración o transcripción, total o parcial, de un signo distintivo notoriamente conocido cuyo titular sea un tercero, cualesquiera que sean los productos o servicios a los que se aplique el signo, cuando su uso fuese susceptible de causar un riesgo de confusión o de asociación con ese tercero o con sus productos o servicios; un aprovechamiento injusto del prestigio del signo; o la dilución de su fuerza distintiva o de su valor comercial o publicitario.”

Las marcas notorias, se encuentran reguladas en la DA 486, que incorpora un apartado especial para su análisis y el detalle de su protección, preceptos legales que van del artículo 224 al 236, entre los que se establece que:

	Para ser considerado notorio el signo debe ser conocido por el sector pertinente que habitualmente adquiere o comercializa los productos o servicios identificados por el signo.

	Su notoriedad debe haber sido adquirida en cualquiera de los Países Miembros.

	La notoriedad puede haber sido obtenida por cualquier medio.

En este sentido, podemos afirmar que la marca notoria es aquélla que cuenta con esta condición en cualquier País Miembro de la CAN, con independencia de si su titular es nacional o extranjero y basta con que la notoriedad se de en uno de los países para que tenga la protección en todo el territorio de la CAN, es decir, recibe protección especial en los 4 países, rompiendo el principio de territorialidad.";Alta;Qué condiciones deben cumplirse para que un signo distintivo sea considerado notorio según la DA 486?;"Para que un signo distintivo sea considerado notorio según la DA 486, debe cumplir las siguientes condiciones:

1. Debe ser conocido por el sector pertinente que habitualmente adquiere o comercializa los productos o servicios identificados por el signo.
2. Su notoriedad debe haber sido adquirida en cualquiera de los Países Miembros (presumiblemente se refiere a la Comunidad Andina de Naciones, CAN).
3. La notoriedad puede haber sido obtenida por cualquier medio.

Estas condiciones permiten que una marca notoria reciba protección especial en todo el territorio de la CAN, independientemente del nacionalidad de su titular.";33;204
"Lo anterior implica, para efectos de esta causal de irregistrabilidad, que en caso de que se presente una oposición con base en una marca notoria, las oficinas nacionales reconocerán la declaratoria de notoriedad que haya expedido la oficina de propiedad industrial de cualquiera de los otros Países Miembros; Ahora bien, en caso de que el opositor no cuente con una declaratoria de notoriedad deberá presentar, junto con la oposición, las pruebas que permitan acreditar que cuenta con esta condición en cualquiera de los otros Países Miembros de la CAN300.

En relación con las pruebas, estas deben permitir al examinador determinar el grado de conocimiento o reconocimiento de la marca en el sector pertinente en cualquiera de los Países Miembros de la CAN.

Por lo anterior, el examinador podrá incluso tomar en cuenta pruebas provenientes de otros países, siempre y cuando las mismas permitan, junto con otros elementos probatorios, inferir el conocimiento de la marca dentro del territorio de la CAN.

El precepto legal establece que no serán registrables signos que constituyan una reproducción, imitación, traducción, transliteración o transcripción, total o parcial, de un signo distintivo notoriamente conocido, pues esto puede dar como resultado la presencia de cualquiera de los siguientes riesgos301:

	Riesgo de confusión. Se presenta cuando del resultado del cotejo marcario se desprenda que el signo propuesto a registro provoque una recordación inmediata con una marca notoriamente conocida.

	Riesgo de asociación. Se presenta cuando el consumidor, aunque diferencie las marcas en conflicto y su origen empresarial, considera que estos empresarios o titulares tienen una relación o vinculación económica.";Alta;Cuáles son los riesgos que puede presentar la reproducción parcial de un signo distintivo notoriamente conocido según el precepto legal mencionado?;"Según el precepto legal mencionado, la reproducción parcial de un signo distintivo notoriamente conocido puede dar como resultado dos riesgos:

1. **Riesgo de confusión**: Este riesgo se presenta cuando del resultado del cotejo marcario se desprenda que el signo propuesto a registro provoca una recordación inmediata con una marca notoriamente conocida.

2. **Riesgo de asociación**: Aunque el consumidor pueda diferenciar las marcas en conflicto y su origen empresarial, este riesgo surge cuando considera que estos empresarios o titulares tienen una relación o vinculación económica.";47;201
"300 En el caso de Ecuador, si el signo fundamento de la oposición no cuenta con una declaratoria de notoriedad, se suspende el trámite de la oposición y el opositor deberá solicitar al SENADI que se declare la notoriedad, conforme al procedimiento establecido en su norma interna.

301 La protección jurídica de la marca notoriamente conocida en la CAN, y, en particular el literal h) del artículo 136 de la DA 486, hacen parte de los criterios jurídicos interpretativos que constituyen acto aclarado, de acuerdo con lo señalado en la sentencia de Interpretación Prejudicial emitida en el proceso 153-IP-2022.

	Riesgo de dilución de la fuerza distintiva del signo o de su valor comercial o publicitario. Es la posibilidad de que el uso o existencia de otros signos idénticos o semejantes debiliten la capacidad distintiva de que goza un determinado signo, en este caso, un signo que ha ganado notoriedad en el mercado o disminuyan el valor que la marca tiene desde el punto de vista comercial o publicitario. Esto último puede ocurrir bien sea por el hecho mismo de haber perdido fuerza distintiva o porque la asociación que el consumidor podría hacer del signo con otros productos o servicios diferentes a los que identifica la marca notoria podría generar una degradación de la marca o una afectación a su reputación.

	Riesgo de uso parasitario o aprovechamiento injusto del prestigio. Se trata del supuesto en el que un competidor se aprovecha injustamente del prestigio de los signos notoriamente conocidos y lanza sus productos al mercado, captando la atención del público consumidor sugiriendo o buscando la forma de hacer suponer que sus productos o servicios, están relacionados con la calidad y características de los productos o servicios que ampara en signo notoriamente conocido.";Alta;Cuál es el procedimiento para suspender el trámite de oposición cuando el signo no cuenta con una declaratoria de notoriedad en Ecuador?;Según el contexto proporcionado, cuando el signo fundamento de la oposición no cuenta con una declaratoria de notoriedad en Ecuador, se suspende el trámite de la oposición y el opositor deberá solicitar al SENADI (Servicio Nacional de Industrialización) que se declare la notoriedad, siguiendo el procedimiento establecido en las normas internas del organismo.;43;111
